Row_ID,Order_ID,Sales
733,CA-2017-131954,242.94
741,CA-2014-112326,272.74
747,CA-2014-124429,567.12
748,CA-2014-124429,359.32
754,CA-2016-110499,1199.98
756,CA-2016-140928,383.44
766,CA-2014-162775,646.74
768,CA-2014-162775,572.58
769,CA-2014-106810,310.88
770,CA-2016-157245,641.96
778,CA-2015-144267,544.01
788,CA-2015-154620,348.93
792,CA-2015-115938,332.94
793,CA-2016-105256,1363.96
800,CA-2015-101910,283.92
803,CA-2016-136133,355.32
807,CA-2014-134313,1983.97
811,CA-2014-151995,1298.55
815,CA-2017-143686,1399.93
820,CA-2014-140858,1228.47
822,CA-2014-140858,335.52
823,CA-2017-101434,239.97
830,CA-2017-129462,301.96
836,CA-2016-165316,265.48
848,CA-2015-114300,287.94
855,CA-2016-123274,242.94
870,CA-2016-158099,1141.47
871,CA-2016-158099,280.78
876,CA-2016-116736,322.59
878,CA-2016-116736,371.97
881,CA-2017-111689,1242.90
894,CA-2017-133256,543.92
903,CA-2017-132353,323.98
907,CA-2017-143259,323.14
910,CA-2017-137596,1199.80
911,CA-2017-137596,1928.78
912,CA-2017-137596,352.38
917,US-2014-141215,797.94
924,CA-2015-111164,406.60
925,CA-2016-149797,841.57
927,CA-2014-132962,252.00
937,CA-2016-140081,447.70
943,CA-2016-142958,1114.27
945,CA-2015-120880,540.57
947,US-2015-140200,393.17
948,US-2017-110576,516.49
949,US-2017-110576,1007.23
950,US-2017-110576,2065.32
961,CA-2017-152142,321.57
970,CA-2017-135279,501.81
978,CA-2017-159366,3059.98
981,CA-2016-144939,599.29
983,CA-2014-163419,559.98
984,CA-2014-163419,603.92
987,CA-2017-100314,336.51
989,CA-2017-167899,520.05
991,CA-2015-153549,1166.92
995,CA-2014-117639,2715.93
996,CA-2014-117639,617.97
1002,CA-2015-124891,2309.65
1003,CA-2015-124891,1090.78
1005,CA-2015-126445,484.65
1014,US-2015-126214,1618.37
1020,CA-2015-108665,601.65
1022,CA-2015-124450,1267.53
1023,CA-2015-124450,1379.92
1031,CA-2014-163552,854.94
1041,CA-2016-127670,697.16
1043,CA-2016-102981,722.35
1046,CA-2017-152702,254.60
1047,CA-2016-169103,1363.96
1049,CA-2014-139192,1113.50
1053,US-2015-153500,282.89
1082,CA-2015-110016,1106.91
1083,US-2016-143819,836.59
1085,US-2016-143819,362.92
1086,US-2016-143819,4899.93
1095,CA-2015-165085,355.96
1096,CA-2017-160423,348.21
1098,CA-2014-159338,447.84
1118,CA-2015-142755,279.90
1119,CA-2015-142755,619.95
1122,US-2014-147627,699.93
1127,US-2014-147627,1067.94
1130,CA-2016-112102,343.92
1137,CA-2016-152170,287.52
1145,CA-2014-146969,686.32
1147,CA-2015-112452,644.08
1151,CA-2015-112452,599.98
1156,CA-2014-136567,2244.48
1158,CA-2014-136567,455.10
1160,CA-2017-147039,362.94
1167,CA-2015-125416,447.93
1169,CA-2017-145226,272.94
1180,CA-2016-168081,258.70
1181,CA-2014-128146,1322.93
1186,CA-2014-127131,485.88
1190,CA-2017-117212,889.54
1191,CA-2017-117212,892.22
1198,CA-2016-130946,431.93
1200,CA-2016-130946,1088.79
1201,CA-2016-114727,544.01
1203,CA-2016-114727,854.35
1204,CA-2016-114727,593.57
1205,CA-2016-114727,338.04
1206,CA-2017-133235,271.96
1212,CA-2016-137050,579.14
1219,US-2017-118087,258.70
1220,US-2017-118087,1931.96
1221,CA-2014-110184,249.75
1222,CA-2014-110184,255.94
1234,CA-2016-153682,839.99
1243,US-2016-162859,398.35
1246,CA-2014-168494,764.69
1247,CA-2014-168494,3610.85
1248,CA-2014-168494,254.97
1250,CA-2017-115602,1141.94
1251,CA-2017-115602,1704.56
1253,CA-2015-154956,1099.96
1259,US-2016-168620,540.05
1260,US-2016-168620,255.68
1261,CA-2017-117079,863.88
1268,US-2014-167738,292.27
1275,CA-2016-119186,388.43
1281,CA-2016-160815,278.40
1284,CA-2017-122154,251.64
1296,CA-2015-138898,845.73
1301,CA-2016-137043,572.76
1302,CA-2016-137043,286.38
1305,US-2017-126179,287.97
1306,CA-2016-101966,419.94
1317,CA-2016-145919,579.30
1319,CA-2014-160773,575.92
1322,CA-2017-167703,285.55
1336,CA-2016-122133,552.56
1339,CA-2017-100524,677.58
1341,CA-2017-113481,695.70
1351,CA-2014-153976,258.28
1355,CA-2017-162978,300.90
1357,US-2014-160444,281.42
1363,CA-2017-125199,309.58
1366,US-2017-155425,239.95
1368,US-2017-155425,899.14
1370,US-2015-103471,590.06
1375,CA-2015-120362,912.75
1376,CA-2014-126361,1089.75
1377,CA-2014-126361,447.84
1379,CA-2014-126361,399.96
1384,US-2016-108504,348.84
1387,US-2016-108504,239.98
1390,US-2016-108504,484.83
1393,US-2016-108504,342.37
1395,US-2017-117247,652.45
1402,CA-2016-159212,251.79
1404,US-2016-161396,419.40
1410,US-2016-122245,393.17
1412,CA-2016-136329,408.01
1414,CA-2014-146640,334.77
1415,CA-2017-115994,239.97
1417,CA-2015-126697,946.34
1425,CA-2015-124800,263.96
1426,CA-2015-124800,363.65
1430,US-2015-164448,427.42
1434,CA-2014-120768,1819.86
1438,CA-2015-139731,263.88
1439,CA-2015-139731,2453.43
1445,CA-2016-133725,1979.93
1447,CA-2017-102337,470.30
1455,CA-2016-133711,3040.00
1457,CA-2017-148474,452.94
1462,US-2016-128902,244.01
1464,CA-2016-152289,1024.72
1468,CA-2015-100769,255.97
1469,CA-2017-139199,872.94
1487,CA-2015-140410,1212.85
1493,CA-2017-166436,977.29
1502,CA-2017-130386,540.05
1506,CA-2015-153388,1004.98
1508,CA-2016-134208,396.00
1511,CA-2017-100384,385.60
1517,CA-2017-148446,1669.60
1540,CA-2017-121888,782.94
1541,CA-2017-121888,242.48
1546,CA-2014-150245,1573.49
1547,CA-2015-111395,335.52
1550,CA-2014-134278,559.99
1563,US-2017-102890,1044.63
1565,CA-2014-116239,354.90
1566,CA-2015-132101,453.58
1571,US-2014-157385,603.92
1574,US-2014-157385,381.44
1576,CA-2014-101602,763.28
1580,CA-2015-131338,307.98
1581,CA-2015-131338,382.81
1583,CA-2015-131338,1217.57
1586,CA-2015-131338,979.95
1589,CA-2015-131338,247.80
1595,CA-2015-118423,359.06
1597,CA-2017-132234,547.30
1611,CA-2014-156349,290.67
1614,CA-2017-138380,1000.02
1622,CA-2017-108560,786.48
1625,CA-2015-157084,675.96
1626,CA-2015-157084,1265.85
1627,CA-2015-164539,523.25
1628,CA-2015-143119,517.50
1631,CA-2016-106530,1006.06
1637,CA-2014-168984,669.08
1638,CA-2014-168984,438.34
1644,CA-2015-111829,1247.64
1645,CA-2015-111829,3149.93
1662,CA-2017-144526,677.58
1665,CA-2016-128531,297.58
1670,US-2015-157154,1018.10
1682,CA-2014-122882,399.54
1689,CA-2017-143798,310.88
1690,CA-2014-142839,853.09
1700,CA-2014-135657,515.88
1702,CA-2015-114069,1931.04
1712,CA-2017-123491,1702.12
1714,US-2017-124968,765.63
1715,CA-2017-104003,307.67
1717,CA-2016-169943,242.90
1718,CA-2016-169943,454.90
1723,US-2015-123218,255.97
1724,US-2015-123218,359.06
1725,CA-2015-127453,434.35
1728,US-2017-164056,1048.35
1733,US-2016-131149,338.04
1745,CA-2017-152807,442.40
1753,CA-2017-116715,559.62
1756,CA-2015-135622,360.71
1757,CA-2015-135622,1718.40
1761,CA-2015-130785,411.33
1763,CA-2015-130785,293.20
1775,CA-2014-118976,497.61
1778,CA-2015-105347,368.91
1789,CA-2015-154326,699.98
1792,CA-2014-120474,2807.84
1797,US-2017-139465,347.97
1804,CA-2017-158379,4663.74
1806,US-2016-116729,2575.94
1808,US-2016-116729,254.24
1812,CA-2014-132612,1441.30
1828,CA-2016-109344,1127.98
1830,CA-2014-103373,779.80
1831,CA-2017-145884,1439.92
1832,CA-2017-145884,262.11
1834,CA-2017-162691,1439.98
1837,CA-2017-122693,1245.86
1848,CA-2017-128370,362.35
1851,CA-2015-160472,831.20
1861,US-2017-121251,257.57
1864,US-2016-100839,727.45
1866,US-2017-116659,370.78
1872,CA-2014-116932,801.57
1873,CA-2014-116932,272.85
1877,CA-2017-112039,470.38
1878,CA-2017-118885,393.57
1879,CA-2017-118885,302.38
1882,CA-2015-109512,383.61
1883,CA-2015-109512,563.40
1888,CA-2014-140165,398.35
1890,CA-2014-142587,409.59
1896,CA-2015-109197,487.98
1897,CA-2017-141789,1793.98
1899,CA-2014-169775,505.18
1904,CA-2017-167094,478.48
1906,CA-2017-154410,909.12
1912,CA-2017-121503,273.90
1913,CA-2017-121503,597.13
1919,CA-2015-123673,299.90
1920,US-2017-111423,895.92
1921,US-2017-111423,462.56
1923,CA-2016-156685,863.64
1931,US-2017-101539,659.98
1932,CA-2016-152121,271.99
1935,CA-2017-101245,244.55
1941,CA-2016-112109,662.88
1949,CA-2017-157987,254.53
1954,CA-2017-157987,1282.41
1956,CA-2017-157987,238.00
1961,CA-2017-110905,296.85
1965,CA-2017-110905,286.29
1967,CA-2017-165841,281.97
1970,CA-2017-117485,291.96
1972,CA-2017-140242,408.74
1976,CA-2014-110408,275.97
1977,CA-2014-110408,1394.95
1978,CA-2014-110408,545.88
1980,CA-2016-112669,933.54
1983,CA-2014-122749,479.96
1984,CA-2014-164721,320.88
1987,CA-2016-147417,1439.98
1989,CA-2015-127509,1024.38
1996,US-2017-147221,294.62
2004,CA-2017-163510,304.45
2010,CA-2014-116407,333.06
2014,CA-2016-145905,350.98
2016,CA-2016-145905,900.08
2021,CA-2016-168354,1606.23
2024,CA-2016-168354,872.32
2025,US-2017-111241,239.12
2036,CA-2017-162481,269.97
2047,CA-2016-131835,597.00
2049,CA-2015-142237,289.80
2052,CA-2015-142237,341.49
2057,CA-2017-120376,1586.69
2059,CA-2017-120376,411.80
2065,CA-2014-106439,405.64
2067,CA-2014-106439,251.91
2070,CA-2015-133452,710.83
2072,US-2017-110996,283.92
2075,CA-2017-122504,761.54
2087,CA-2016-140501,324.90
2092,CA-2017-166142,310.44
2093,CA-2014-145926,479.90
2096,US-2016-146570,511.84
2100,CA-2017-124401,279.94
2101,US-2014-140116,636.41
2103,CA-2014-123295,259.14
2109,CA-2015-164882,398.35
2112,CA-2015-164882,323.14
2114,CA-2015-164882,1295.84
2116,CA-2015-164882,425.83
2120,CA-2017-155460,895.92
2123,CA-2017-167381,241.96
2142,CA-2014-159520,991.76
2146,US-2016-152051,422.06
2148,US-2016-152051,254.35
2157,CA-2014-124646,501.81
2163,CA-2017-166296,314.55
2172,US-2017-137491,305.31
2182,CA-2016-128818,442.76
2183,CA-2016-128818,3999.95
2190,CA-2017-143063,1454.49
2202,US-2014-165659,881.93
2210,CA-2014-125556,832.93
2216,CA-2017-129378,241.96
2221,CA-2017-130841,1145.60
2222,CA-2015-131884,485.94
2229,CA-2016-139157,330.59
2230,CA-2014-128055,673.57
2232,CA-2017-157091,526.45
2234,CA-2015-123232,319.97
2240,CA-2016-146633,1016.79
2242,US-2016-126893,494.98
2247,CA-2017-103380,659.98
2251,CA-2015-116092,541.44
2256,CA-2016-164091,437.85
2258,CA-2017-105214,1212.96
2261,CA-2015-117611,371.97
2263,CA-2017-122994,359.97
2264,CA-2016-131065,499.98
2273,CA-2015-142944,435.26
2274,CA-2015-142944,1119.98
2277,CA-2014-104283,306.20
2281,CA-2017-142622,614.27
2290,CA-2017-115154,892.98
2291,CA-2015-149342,287.97
2297,CA-2015-113145,259.70
2299,CA-2015-113145,1399.93
2300,CA-2015-113145,503.96
2303,CA-2016-106558,316.00
2304,CA-2017-157931,723.92
2308,CA-2017-116225,390.75
2309,US-2017-120418,280.79
2315,CA-2017-122035,416.32
2319,CA-2017-122035,389.97
2321,CA-2017-165491,265.93
2325,CA-2015-109470,364.80
2330,US-2015-147739,547.14
2333,CA-2017-169285,277.40
2337,CA-2017-152695,426.79
2345,CA-2016-119025,490.32
2348,CA-2016-159373,557.59
2354,CA-2015-111514,1552.83
2357,CA-2015-111514,239.98
2358,US-2014-148838,1579.75
2359,US-2014-148838,1071.58
2360,US-2014-148838,613.91
2371,CA-2017-155152,252.00
2375,CA-2016-159940,253.37
2387,US-2017-117534,479.98
2392,US-2015-127040,1619.91
2400,CA-2017-147361,628.81
2404,US-2016-110170,956.66
2405,CA-2017-108574,1115.91
2409,CA-2017-144589,359.98
2414,CA-2014-151295,629.06
2415,CA-2016-156300,754.45
2416,CA-2015-146087,301.96
2417,CA-2017-168655,595.00
2419,CA-2016-107202,2396.40
2426,US-2017-147669,273.06
2433,CA-2014-148586,366.79
2436,CA-2015-154746,826.11
2437,CA-2017-140053,545.85
2441,CA-2016-146934,345.00
2443,CA-2016-146934,662.84
2446,CA-2016-146934,257.98
2448,CA-2016-119165,492.84
2449,CA-2015-128027,269.49
2468,CA-2017-128755,571.44
2472,US-2016-135923,451.14
2477,CA-2016-114972,1101.48
2478,CA-2017-102750,1322.35
2482,CA-2017-147956,1003.62
2484,CA-2017-126067,1137.75
2490,CA-2015-141040,631.96
2493,CA-2014-144624,4548.81
2494,CA-2016-146206,300.93
2495,CA-2016-146206,719.96
2496,CA-2014-136644,647.84
2506,CA-2014-143917,8187.65
2510,CA-2017-163902,479.94
2511,CA-2016-136812,1117.92
2516,CA-2014-106572,264.32
2517,CA-2014-128888,604.66
2521,CA-2016-124352,868.59
2534,CA-2014-111500,339.96
2535,US-2017-117723,1801.63
2538,CA-2015-168746,431.98
2540,CA-2015-113404,1348.70
2541,CA-2015-113404,700.15
2549,US-2015-128090,1879.96
2550,US-2015-128090,313.02
2552,CA-2017-101042,821.88
2555,CA-2016-118626,705.54
2559,CA-2015-147788,1406.86
2561,CA-2015-147788,323.10
2568,CA-2017-123967,2665.62
2569,CA-2017-148929,478.08
2573,CA-2016-155845,1399.94
2574,CA-2017-145128,526.45
2576,CA-2014-129091,319.90
2578,CA-2014-129091,675.12
2580,US-2014-155502,489.92
2587,CA-2017-131695,248.57
2590,CA-2016-137729,246.17
2592,US-2016-115455,601.47
2596,CA-2017-149048,914.97
2597,CA-2017-149048,587.97
2598,CA-2017-149048,530.34
2603,CA-2016-165848,1349.85
2610,CA-2014-127446,1218.74
2624,CA-2017-127180,11199.97
2625,CA-2017-127180,2399.60
2629,US-2017-165344,653.00
2637,CA-2015-162369,323.10
2641,CA-2017-108441,858.24
2649,CA-2014-131002,821.88
2651,US-2016-146794,424.96
2655,CA-2017-112515,1292.94
2657,CA-2017-112515,261.74
2660,CA-2015-135538,883.84
2661,CA-2017-123372,1979.89
2665,CA-2016-164784,370.62
2672,CA-2014-126403,785.88
2674,CA-2014-126403,1325.85
2681,CA-2017-127026,619.95
2683,CA-2017-127026,350.97
2685,CA-2017-137085,312.55
2697,CA-2014-145317,821.30
2698,CA-2014-145317,22638.48
2710,CA-2015-121797,1919.98
2714,CA-2014-110100,302.38
2718,CA-2014-100006,377.97
2726,CA-2017-149888,359.97
2727,CA-2017-149888,350.35
2729,CA-2017-119193,629.96
2731,CA-2017-104801,799.96
2736,CA-2015-115798,377.97
2738,CA-2015-115798,299.97
2740,CA-2017-122707,477.24
2744,CA-2015-140144,257.64
2747,CA-2014-155887,700.06
2750,US-2014-141257,585.55
2751,CA-2014-154669,423.28
2754,CA-2015-155306,323.37
2755,CA-2015-155306,783.96
2756,CA-2015-155306,1447.65
2758,CA-2016-127775,239.97
2760,CA-2016-146171,481.32
2768,CA-2017-167752,1924.16
2783,CA-2016-139878,257.98
2786,CA-2015-149972,601.54
2794,CA-2014-154599,1075.09
2795,CA-2014-154599,438.37
2797,CA-2014-154599,308.50
2801,CA-2016-153318,783.96
2809,CA-2015-148635,704.90
2810,CA-2015-148635,561.57
2814,CA-2015-135685,999.96
2815,CA-2015-135685,653.55
2819,CA-2015-104626,1088.76
2821,CA-2016-160500,298.78
2822,CA-2017-100202,302.38
2826,US-2014-112914,300.53
2832,CA-2014-148915,443.92
2839,CA-2016-147368,695.70
2841,US-2014-125521,1139.92
2845,US-2016-162852,845.49
2847,CA-2017-152093,762.59
2849,CA-2017-157854,2690.97
2857,CA-2016-128594,1603.14
2860,CA-2017-138975,377.97
2861,CA-2017-138975,1628.82
2862,CA-2017-138975,286.93
2872,CA-2014-148040,314.35
2874,CA-2017-137022,811.28
2877,US-2016-167339,1013.49
2880,CA-2016-152072,254.97
2886,US-2016-159856,307.92
2898,US-2016-164630,959.97
2899,US-2015-114839,408.42
2900,CA-2015-166464,479.98
2905,CA-2016-153577,539.66
2906,CA-2014-127586,310.12
2911,CA-2015-118444,387.14
2917,CA-2015-134747,263.96
2929,US-2017-120390,1633.19
2935,US-2016-169040,431.98
2938,US-2016-169040,248.08
2942,CA-2017-155880,1526.56
2943,CA-2017-155880,368.97
2944,CA-2017-126242,305.01
2955,CA-2017-134915,671.98
2969,CA-2017-167941,499.58
2973,CA-2017-167941,259.14
2975,CA-2015-137512,244.01
2979,CA-2014-109232,545.94
2985,US-2014-112872,275.49
2988,CA-2016-139269,1267.65
2991,CA-2016-139010,449.15
2994,CA-2017-147291,895.92
3007,CA-2017-116519,904.90
3010,CA-2016-115525,243.88
3012,CA-2017-134845,2549.99
3016,US-2015-138919,344.22
3017,US-2016-160528,727.30
3019,US-2016-160528,666.40
3024,CA-2017-124674,327.73
3029,CA-2017-116855,504.90
3030,US-2016-164189,403.17
3044,CA-2017-149559,2054.27
3045,CA-2015-135174,1022.97
3049,CA-2017-121419,411.80
3050,CA-2017-121419,360.00
3054,CA-2016-128517,517.90
3056,US-2015-100377,2799.96
3069,CA-2017-106859,288.24
3070,US-2017-120089,663.94
3071,CA-2014-119375,2934.33
3076,CA-2014-143903,342.86
3078,CA-2014-143903,981.37
3083,US-2017-132297,539.97
3085,CA-2017-118773,252.78
3090,US-2017-159205,671.93
3091,CA-2016-112123,447.86
3092,CA-2016-112123,479.95
3101,CA-2017-131233,242.35
3102,CA-2017-119578,695.16
3107,CA-2017-127460,298.46
3109,CA-2016-121671,242.94
3112,CA-2016-121671,265.17
3113,CA-2016-150350,837.60
3116,CA-2016-150350,532.70
3119,CA-2015-121720,1123.92
3120,CA-2015-121720,249.58
3125,CA-2015-121720,1036.62
3126,CA-2015-121720,563.81
3127,CA-2017-149895,258.53
3130,CA-2014-136399,241.57
3131,CA-2014-136399,395.00
3132,CA-2014-136399,627.17
3145,US-2016-148110,347.80
3146,CA-2017-131828,963.14
3151,CA-2015-147830,2025.36
3152,CA-2015-147830,1799.99
3154,CA-2015-147830,262.86
3155,CA-2017-150497,735.98
3157,CA-2015-139584,284.36
3166,CA-2014-153969,239.98
3169,CA-2016-138695,390.27
3173,US-2016-133879,528.43
3181,CA-2017-105235,254.90
3183,CA-2017-152912,826.62
3184,CA-2017-152912,1633.14
3185,CA-2017-152912,544.38
3203,CA-2014-158372,601.54
3209,CA-2016-108882,349.95
3210,CA-2016-108882,377.93
3218,CA-2017-104640,931.18
3219,CA-2017-104640,430.88
3225,CA-2014-108189,318.40
3230,CA-2014-154641,375.34
3239,US-2016-127971,318.43
3245,CA-2017-113355,317.06
3247,US-2017-140907,324.90
3263,CA-2014-140662,733.95
3264,CA-2014-140662,241.44
3266,US-2014-126571,281.90
3274,CA-2017-133865,3359.95
3281,CA-2014-102988,4164.05
3288,CA-2015-157770,494.38
3290,CA-2015-157770,248.85
3296,CA-2017-113418,1704.89
3299,CA-2017-136308,1919.98
3302,US-2014-159926,539.96
3307,CA-2014-104738,328.78
3313,US-2014-133130,603.92
3315,CA-2017-169978,271.76
3317,CA-2017-161739,341.96
3321,CA-2014-134551,662.88
3325,CA-2014-165309,896.99
3329,CA-2014-165309,262.34
3331,CA-2014-165309,241.18
3336,US-2017-109253,431.97
3338,US-2017-109253,568.73
3343,CA-2016-145982,244.62
3352,US-2014-134733,436.00
3354,US-2014-150434,359.98
3366,CA-2014-115161,290.67
3371,CA-2016-134887,1287.45
3375,CA-2015-161718,364.41
3377,CA-2015-161718,361.76
3384,CA-2015-130659,384.17
3385,CA-2015-130659,1799.75
3386,CA-2017-148404,580.67
3392,CA-2014-166471,1091.17
3396,US-2017-148362,443.92
3400,CA-2014-102274,629.10
3406,US-2014-150119,281.37
3407,US-2014-150119,281.37
3412,CA-2016-100244,271.98
3420,CA-2015-150791,271.76
3421,CA-2016-134803,262.24
3425,CA-2016-134803,558.40
3427,CA-2015-153381,1408.10
3439,CA-2017-152583,251.01
3444,CA-2017-168858,2504.74
3453,CA-2014-157609,471.92
3460,CA-2017-136448,538.19
3462,CA-2017-114258,492.77
3463,CA-2015-152611,286.79
3467,US-2015-147242,361.96
3468,US-2015-147242,278.82
3481,CA-2016-131289,1421.66
3483,CA-2014-124688,579.95
3485,CA-2014-124688,1202.94
3489,CA-2015-157322,408.42
3490,CA-2015-157322,382.12
3492,CA-2015-157322,435.50
3495,CA-2017-142034,655.90
3496,CA-2017-142034,603.92
3497,CA-2016-107328,513.02
3498,CA-2016-107328,487.92
3505,CA-2016-150945,900.08
3511,CA-2014-166863,418.80
3512,CA-2014-166863,509.49
3513,CA-2017-140326,825.17
3519,US-2016-113649,569.54
3520,CA-2015-124975,796.43
3523,CA-2016-114482,404.94
3525,CA-2016-132731,657.55
3526,CA-2017-148922,599.97
3533,CA-2014-110849,287.97
3552,CA-2016-152555,844.12
3553,CA-2016-152555,812.74
3555,CA-2014-120838,330.40
3556,CA-2014-120838,604.75
3560,CA-2017-152737,439.80
3567,CA-2017-103877,1577.94
3570,CA-2017-168109,2395.20
3571,CA-2017-168109,1687.80
3581,CA-2016-104157,2430.08
3584,CA-2015-121650,801.96
3588,CA-2017-121839,1169.69
3589,CA-2017-158729,1665.62
3591,CA-2017-146535,1443.96
3593,CA-2016-108434,465.18
3601,CA-2017-138310,431.93
3603,CA-2014-159835,657.93
3604,CA-2017-112956,277.40
3615,CA-2017-112529,718.12
3618,CA-2017-141929,487.98
3625,CA-2017-113530,681.41
3629,CA-2014-169726,2060.74
3633,CA-2017-132178,763.44
3638,CA-2016-145177,334.88
3643,CA-2014-156594,487.98
3655,CA-2017-133004,638.73
3662,CA-2016-155005,377.97
3663,US-2017-129777,258.90
3679,CA-2015-132626,464.97
3692,US-2015-131359,439.99
3705,CA-2015-104941,899.97
3711,CA-2017-113670,510.24
3716,CA-2014-135608,603.92
3719,CA-2016-142370,249.95
3724,US-2014-169789,551.99
3727,CA-2016-165169,360.38
3731,CA-2015-109575,636.86
3732,CA-2015-109575,499.99
3733,CA-2015-109575,1259.93
3747,CA-2016-149979,368.97
3749,CA-2017-161956,321.92
